"plot_name","accession_name","location","female_parents","male_parents","plot_number","row_number","column_number","rep_number","germination_rate","CMD_harvest","root_shape","root_type","plot_weight","starch_content","percentage_root_rot","percentage_lodging","control","CMD_1mon","CMD_3mon","CMD_6mon","lodging1_3","plant_type1_5","root_skin_color1_3","vigor_1mon","vigor_3mon","trial_name","plot_width","plot_length","harvest_number","planted_number_plot"
"2024204DMEPR_tanhoi_rep1_VF22-0101_7","VF22-0101","tanhoi","HL-S11","IBA980581",7,1,7,1,1,1,3,3,30.2,27,20,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VS22-0002_8","VS22-0002","tanhoi","CR24-16","CR24-16",8,1,8,1,1,1,1,1,24.6,23.8,0,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0119_9","VH22-0119","tanhoi","IBA980581",NA,9,1,9,1,1,1,3,1,46.6,24.5,0,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLH22-0623_10","HLH22-0623","tanhoi","VN19-773",NA,10,1,10,1,1,2,3,1,23.2,30,0,NA,0,1,1,3,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_KU50_11","KU50","tanhoi",NA,NA,11,1,11,1,1,2,3,1,30.2,24.5,10,NA,1,2,2,4,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0277_12","VH22-0277","tanhoi","CR24-16",NA,12,2,11,1,0.4,1,3,1,7,19,0,NA,0,1,1,3,1,2,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0010_13","VH22-0010","tanhoi","IBA920057",NA,13,2,10,1,0.9,1,3,1,34.2,25.6,11.11,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0147_14","VF22-0147","tanhoi","HL-S11","IBA980581",14,2,9,1,0.1,1,3,1,3,19.26,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0103_15","VF22-0103","tanhoi","HL-S11","IBA980581",15,2,8,1,1,1,3,1,33.8,25.2,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0479_16","VH22-0479","tanhoi","CR27-20",NA,16,2,7,1,0.8,1,1,3,2.8,11.18,87.5,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0019_17","VH22-0019","tanhoi","KU50",NA,17,2,6,1,0.7,1,3,1,22.2,24.5,28.57,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0142_18","VF22-0142","tanhoi","HL-S11","IBA980581",18,2,5,1,0.5,1,3,1,22,26,20,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0280_19","VH22-0280","tanhoi","CR24-16",NA,19,2,4,1,0.4,1,3,3,3.8,20.6,50,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0564_20","VH22-0564","tanhoi","IBA980505",NA,20,2,3,1,0.8,1,3,1,11,13.7,25,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0003_21","VH22-0003","tanhoi","IBA920057",NA,21,2,2,1,0.8,1,3,1,12.4,25.8,12.5,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0144_22","VF22-0144","tanhoi","HL-S11","IBA980581",22,2,1,1,1,1,3,1,23.2,27,0,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0369_23","VH22-0369","tanhoi","TMEB419",NA,23,3,1,1,1,2,3,1,29.4,26,20,NA,0,1,1,2,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0071_24","VF22-0071","tanhoi","CR27-20","HL-S11",24,3,2,1,0.9,1,3,1,15,21.3,44.44,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_TMEB419_25","TMEB419","tanhoi",NA,NA,25,3,3,1,1,1,3,1,25,24.5,30,NA,1,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0213_26","VF22-0213","tanhoi","CR27-20","HL-S11",26,3,4,1,0.8,1,3,1,17.2,27,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0112_27","VF22-0112","tanhoi","KM419","TMEB419",27,3,5,1,1,1,3,3,19.2,29.8,30,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0262_28","VH22-0262","tanhoi","CR24-16",NA,28,3,6,1,0.9,1,3,1,1.6,17.32,77.78,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0282_29","VH22-0282","tanhoi","CR24-16",NA,29,3,7,1,0.4,1,1,3,2.2,16.83,125,NA,0,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0167_30","VF22-0167","tanhoi","HL-S11","IBA980581",30,3,8,1,0.6,1,3,3,18.8,18.9,0,NA,0,1,1,1,0,2,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0166_31","VH22-0166","tanhoi","CR24-16",NA,31,3,9,1,0.9,1,3,1,19.4,25,0,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0197_32","VH22-0197","tanhoi","CR24-16",NA,32,3,10,1,0.9,1,3,3,34.4,25.7,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0511_33","VH22-0511","tanhoi","AR37-103",NA,33,3,11,1,0.8,1,3,3,7,26.81,75,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0157_34","VF22-0157","tanhoi","HL-S11","IBA980581",34,4,11,1,0.9,1,3,1,25.6,24,22.22,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0161_35","VF22-0161","tanhoi","HL-S11","IBA980581",35,4,10,1,0.6,1,3,2,19.2,27,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0063_36","VH22-0063","tanhoi","CR25-4",NA,36,4,9,1,1,1,3,3,19.2,25.7,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0098_37","VF22-0098","tanhoi","HL-S11","IBA980581",37,4,8,1,1,1,3,3,39.2,26.4,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0088_38","VH22-0088","tanhoi","IBA980581",NA,38,4,7,1,1,1,3,1,18.2,25.2,70,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0220_39","VH22-0220","tanhoi","CR24-16",NA,39,4,6,1,1,1,3,1,11.4,27.6,40,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0241_40","VH22-0241","tanhoi","CR24-16",NA,40,4,5,1,0.8,1,3,1,15.8,28,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0159_41","VH22-0159","tanhoi","CR24-16",NA,41,4,4,1,1,1,3,2,32.2,28.8,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0004_42","VH22-0004","tanhoi","IBA920057",NA,42,4,3,1,1,1,3,3,10.8,26.3,20,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLF22-0221_43","HLF22-0221","tanhoi","HL-S11","IBA980581",43,4,2,1,0.9,1,3,3,17.6,19.4,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_CR24-16_44","CR24-16","tanhoi",NA,NA,44,4,1,1,1,1,1,2,13.4,22.9,10,NA,1,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0257_45","VH22-0257","tanhoi","CR24-16",NA,45,5,1,1,0.9,1,3,2,18.2,21.8,66.67,NA,0,1,1,1,0.5,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0272_46","VH22-0272","tanhoi","CR24-16",NA,46,5,2,1,0.8,1,3,2,18.8,24.6,37.5,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0089_47","VF22-0089","tanhoi","CR24-16","HL-S11",47,5,3,1,0.4,1,3,2,7,26,0,NA,0,1,1,1,0,2,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0019_48","VF22-0019","tanhoi","CR24-16","KU50",48,5,4,1,0.7,1,3,1,23.8,27,14.29,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLF22-0197_49","HLF22-0197","tanhoi","HL-S11","IBA980581",49,5,5,1,1,1,3,1,34.2,25.9,20,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0187_50","VH22-0187","tanhoi","CR24-16",NA,50,5,6,1,0.7,1,1,1,4.6,20.32,142.86,NA,0,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0482_51","VH22-0482","tanhoi","CR27-20",NA,51,5,7,1,0.2,1,3,1,4.4,18.98,500,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLF22-0048_52","HLF22-0048","tanhoi","TMEB419","KU50",52,5,8,1,1,1,3,3,19.4,24.3,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0013_53","VF22-0013","tanhoi","CR24-16","HL-S14",53,5,9,1,1,1,3,1,32.2,23.5,0,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0108_54","VF22-0108","tanhoi","KM419","TMEB419",54,5,10,1,1,1,3,1,49.4,25.8,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0287_55","VH22-0287","tanhoi","KM419",NA,55,5,11,1,1,1,3,3,21.6,24.8,30,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0031_56","VF22-0031","tanhoi","TMEB419","KU50",56,6,11,1,1,1,3,1,28.4,26.2,10,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0491_57","VH22-0491","tanhoi","CR27-20",NA,57,6,10,1,0.6,1,1,3,11.8,24.2,50,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0127_58","VF22-0127","tanhoi","HL-S11","IBA980581",58,6,9,1,0.2,1,1,3,1.6,16.09,0,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0070_59","VH22-0070","tanhoi","CR25-4",NA,59,6,8,1,0.9,1,3,1,13,24.1,22.22,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLH22-0069_60","HLH22-0069","tanhoi","KU50",NA,60,6,7,1,1,3,3,1,10.4,22.8,50,NA,0,3,3,3,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLH22-0055_61","HLH22-0055","tanhoi","KU50",NA,61,6,6,1,0.7,2,1,1,4,19.55,0,NA,0,3,3,2,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_HLF22-0208_62","HLF22-0208","tanhoi","HL-S11","IBA980581",62,6,5,1,0.8,1,3,1,15.8,25.3,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0006_63","VH22-0006","tanhoi","IBA920057",NA,63,6,4,1,1,1,3,3,13.4,26.5,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0121_64","VF22-0121","tanhoi","Rayong 11","AR35-1",64,6,3,1,1,1,3,1,15,25,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_KM505_65","KM505","tanhoi","SM937-26",NA,65,6,2,1,0.9,2,1,1,11.4,18.5,0,NA,1,2,1,2,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0244_66","VH22-0244","tanhoi","CR24-16",NA,66,6,1,1,0.9,1,3,1,7.2,17.42,0,NA,0,1,1,1,1,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0120_67","VH22-0120","tanhoi","IBA980581",NA,67,7,1,1,0.9,1,3,1,22.4,13.5,0,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0036_68","VF22-0036","tanhoi","TMEB419","KU50",68,7,2,1,0.9,1,3,1,25,23.7,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0130_69","VF22-0130","tanhoi","HL-S11","IBA980581",69,7,3,1,1,1,3,1,31.2,22.8,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0237_70","VH22-0237","tanhoi","CR24-16",NA,70,7,4,1,0.5,1,3,1,11.6,27.9,0,NA,0,1,1,1,0,3,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0267_71","VH22-0267","tanhoi","CR24-16",NA,71,7,5,1,1,1,3,1,18.8,30.4,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_IBA980581_72","IBA980581","tanhoi",NA,NA,72,7,6,1,1,1,3,1,23.8,20.3,0,NA,1,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0454_73","VH22-0454","tanhoi","AR42-4",NA,73,7,7,1,0.9,1,3,3,17.8,27.8,22.22,NA,0,1,1,1,0,3,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0097_74","VF22-0097","tanhoi","HL-S11","IBA980581",74,7,8,1,1,1,3,1,38.4,28.5,0,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VF22-0140_75","VF22-0140","tanhoi","HL-S11","IBA980581",75,7,9,1,1,1,3,1,33.8,24.5,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0202_76","VH22-0202","tanhoi","CR24-16",NA,76,7,10,1,0.5,1,1,3,2,20.4,20,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep1_VH22-0136_77","VH22-0136","tanhoi","IBA980581",NA,77,7,11,1,1,1,3,1,30.4,27.7,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VS22-0002_78","VS22-0002","tanhoi","CR24-16","CR24-16",78,8,11,2,0.9,1,1,1,23.6,23,11.11,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0241_79","VH22-0241","tanhoi","CR24-16",NA,79,8,10,2,0.8,1,3,1,13,26,0,NA,0,1,1,1,0,5,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_CR24-16_80","CR24-16","tanhoi",NA,NA,80,8,9,2,1,1,3,1,18.6,25.3,0,NA,1,1,1,1,0,3,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0004_81","VH22-0004","tanhoi","IBA920057",NA,81,8,8,2,1,1,3,2,19.4,28,10,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0140_82","VF22-0140","tanhoi","HL-S11","IBA980581",82,8,7,2,1,1,3,1,28.2,22.2,20,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0282_83","VH22-0282","tanhoi","CR24-16",NA,83,8,6,2,0.9,1,1,3,2.6,24.32,0,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0031_84","VF22-0031","tanhoi","TMEB419","KU50",84,8,5,2,1,1,3,1,8.4,24.8,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0097_85","VF22-0097","tanhoi","HL-S11","IBA980581",85,8,4,2,1,1,3,1,35,27.7,0,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0030_86","VF22-0030","tanhoi","TMEB419","KU50",86,8,3,2,0.9,1,3,3,10.8,27.4,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0101_87","VF22-0101","tanhoi","HL-S11","IBA980581",87,8,2,2,1,1,3,3,20.8,28,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0552_88","VH22-0552","tanhoi","AR9-12",NA,88,8,1,2,0.3,1,3,1,3.4,14.33,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLH22-0069_89","HLH22-0069","tanhoi","KU50",NA,89,9,1,2,1,3,3,1,14.8,25.1,0,NA,0,3,3,3,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0019_90","VH22-0019","tanhoi","KU50",NA,90,9,2,2,1,1,3,3,17.4,24,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0136_91","VH22-0136","tanhoi","IBA980581",NA,91,9,3,2,1,1,3,1,30.8,25.5,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0220_92","VH22-0220","tanhoi","CR24-16",NA,92,9,4,2,0.7,1,1,3,10.8,28.57,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0161_93","VF22-0161","tanhoi","HL-S11","IBA980581",93,9,5,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0071_94","VF22-0071","tanhoi","CR27-20","HL-S11",94,9,6,2,1,1,3,1,11.8,22.5,0,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLF22-0221_95","HLF22-0221","tanhoi","HL-S11","IBA980581",95,9,7,2,1,1,3,3,20.8,23.2,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0262_96","VH22-0262","tanhoi","CR24-16",NA,96,9,8,2,1,1,3,3,19.6,28.2,30,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0266_97","VH22-0266","tanhoi","CR24-16",NA,97,9,9,2,0.9,1,3,1,12.6,29.7,0,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0070_98","VH22-0070","tanhoi","CR25-4",NA,98,9,10,2,1,1,3,3,20,23,20,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0197_99","VH22-0197","tanhoi","CR24-16",NA,99,9,11,2,0.9,1,3,3,26.2,25.5,0,NA,0,1,1,1,0,2,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0267_100","VH22-0267","tanhoi","CR24-16",NA,100,10,11,2,1,1,3,3,19.4,30,0,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0244_101","VH22-0244","tanhoi","CR24-16",NA,101,10,10,2,0.9,1,3,1,17,21.4,11.11,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0213_102","VF22-0213","tanhoi","CR27-20","HL-S11",102,10,9,2,0.6,1,3,1,18.6,26.9,0,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLF22-0197_103","HLF22-0197","tanhoi","HL-S11","IBA980581",103,10,8,2,1,1,3,1,21.4,25.3,0,NA,0,1,1,1,0,2,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0157_104","VF22-0157","tanhoi","HL-S11","IBA980581",104,10,7,2,0.9,1,3,3,13,18.8,44.44,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0006_105","VH22-0006","tanhoi","IBA920057",NA,105,10,6,2,1,1,3,1,7.2,25.4,30,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0121_106","VF22-0121","tanhoi","Rayong 11","AR35-1",106,10,5,2,1,1,3,1,3.2,18.38,70,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0098_107","VF22-0098","tanhoi","HL-S11","IBA980581",107,10,4,2,1,1,3,3,34.8,28.8,0,NA,0,1,1,1,0,1,2,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0491_108","VH22-0491","tanhoi","CR27-20",NA,108,10,3,2,0.9,1,3,1,13,28,22.22,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0166_109","VH22-0166","tanhoi","CR24-16",NA,109,10,2,2,0.8,1,3,1,21.6,23.5,37.5,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_KU50_110","KU50","tanhoi",NA,NA,110,10,1,2,1,3,3,1,26.8,24,0,NA,1,2,3,3,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLH22-0623_111","HLH22-0623","tanhoi","VN19-773",NA,111,11,1,2,1,2,3,1,20.5,30,0,NA,0,1,2,3,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0103_112","VF22-0103","tanhoi","HL-S11","IBA980581",112,11,2,2,1,1,1,1,24.2,21.4,20,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_HLF22-0208_113","HLF22-0208","tanhoi","HL-S11","IBA980581",113,11,3,2,0.4,1,3,3,13.6,24,25,NA,0,1,1,1,0,2,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0120_114","VH22-0120","tanhoi","IBA980581",NA,114,11,4,2,1,1,3,2,23,15.2,40,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VH22-0063_115","VH22-0063","tanhoi","CR25-4",NA,115,11,5,2,1,1,1,3,10,27.4,40,NA,0,1,1,1,0,1,3,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
"2024204DMEPR_tanhoi_rep2_VF22-0197_116","VF22-0197","tanhoi","HL-S11","AR35-1",116,11,6,2,1,1,1,1,4.2,24.5,100,NA,0,1,1,1,0,1,1,NA,NA,"2024204DMEPR_tanh",1.1,4,10,10
